 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +3.6375000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +3.6500000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +3.6625000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +3.6750000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +3.6875000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +3.7000000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +3.7125000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +3.7250000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +3.7375000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +3.7500000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +3.7625000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +3.7750000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +3.7875000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +3.8000000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +3.8125000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +3.8250000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +3.8375000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +3.8500000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +3.8625000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +3.8750000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +3.8875000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +3.9000000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +3.9125000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +3.9250000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +3.9375000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +3.9500000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +3.9625000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +3.9750000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +3.9875000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.0000000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.0125000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.0250000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.0375000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.0500000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.0625000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.0750000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.0875000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.1000000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.1125000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.1250000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.1375000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.1500000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.1625000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.1750000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.1875000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.2000000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.2125000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.2250000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.2375000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.2500000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.2625000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.2750000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.2875000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.3000000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.3125000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.3250000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.3375000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.3500000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.3625000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.3750000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.3875000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.4000000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.4125000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.4250000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.4375000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.4500000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.4625000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.4750000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.4875000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.5000000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.5125000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.5250000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.5375000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.5500000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.5625000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.5750000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.5875000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.6000000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.6125000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.6250000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.6375000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.6500000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.6625000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.6750000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.6875000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.7000000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.7125000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.7250000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.7375000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.7500000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.7625000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.7750000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.7875000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.8000000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.8125000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.8250000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.8375000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.8500000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.8625000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.8750000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +4.8875000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +4.9000000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +4.9125000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +4.9250000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +4.9375000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +4.9500000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +4.9625000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +4.9750000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +4.9875000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +5.0000000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +5.0125000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +5.0250000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +5.0375000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +5.0500000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +5.0625000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +5.0750000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +5.0875000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +5.1000000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +5.1125000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +5.1250000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +5.1375000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +5.1500000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +5.1625000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +5.1750000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +5.1875000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +5.2000000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +5.2125000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +5.2250000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +5.2375000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +5.2500000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +5.2625000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
  +5.2750000000000000E+01	  +4.6656975219296291E+00	  +6.2329671958563448E+00	  +1.0002712418609196E+01	  +8.4338394634683063E+04	  +9.5338404139075821E+04	  +9.7169943359589306E+04	
  +5.2875000000000000E+01	  +4.6656975639829161E+00	  +6.2329670554590821E+00	  +1.0002712330014081E+01	  +8.4338395401692222E+04	  +9.5338403626639119E+04	  +9.7169943341966689E+04	
  +5.3000000000000000E+01	  +4.6656975754899976E+00	  +6.2329672165483654E+00	  +1.0002712182813157E+01	  +8.4338395611569678E+04	  +9.5338408135688587E+04	  +9.7169939410242630E+04	
  +5.3125000000000000E+01	  +4.6656975503307896E+00	  +6.2329672295124814E+00	  +1.0002712199609931E+01	  +8.4338395152691330E+04	  +9.5338408287038474E+04	  +9.7169939548697352E+04	
  +5.3250000000000000E+01	  +4.6656979909980523E+00	  +6.2329670927354215E+00	  +1.0002712144603679E+01	  +8.4338403190013749E+04	  +9.5338404183845632E+04	  +9.7169940028662284E+04	
  +5.3375000000000000E+01	  +4.6656979922026895E+00	  +6.2329674215198363E+00	  +1.0002712324900729E+01	  +8.4338403211985118E+04	  +9.5338404146350425E+04	  +9.7169939638354408E+04	
  +5.3500000000000000E+01	  +4.6656976422102039E+00	  +6.2329674434702076E+00	  +1.0002712349328000E+01	  +8.4338396828478333E+04	  +9.5338404878617890E+04	  +9.7169939809061238E+04	
  +5.3625000000000000E+01	  +4.6656976070312739E+00	  +6.2329671484744722E+00	  +1.0002712128547502E+01	  +8.4338396186850470E+04	  +9.5338403730282429E+04	  +9.7169939222106186E+04	
  +5.3750000000000000E+01	  +4.6656976898105613E+00	  +6.2329671259802168E+00	  +1.0002712091599363E+01	  +8.4338397696660424E+04	  +9.5338403863838219E+04	  +9.7169938857942383E+04	
