 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +4.1250000000000000E+00	  +2.8713775453401670E+01	  +2.9038231928060735E+01	  +7.7847955604506609E+01	  +9.3792717595791089E+01	  +3.0614077712457910E-01	  +3.0960006994576961E-01	  +3.2026187851292931E-01	
  +4.2500000000000000E+00	  +2.9338256502052200E+01	  +2.6058803061122664E+01	  +7.7295187063931607E+01	  +9.3126731402327223E+01	  +3.1503582333739077E-01	  +2.7982087064285666E-01	  +2.9055892603191341E-01	
  +4.3750000000000000E+00	  +2.8713775481528714E+01	  +2.9033874263227787E+01	  +7.7847952495735115E+01	  +9.3792713850283263E+01	  +3.0614078964985608E-01	  +3.0955362171920031E-01	  +3.2021543071212755E-01	
  +4.5000000000000000E+00	  +2.9338265625579471E+01	  +2.6058811212297151E+01	  +7.7295178474362558E+01	  +9.3126721053448861E+01	  +3.1503595631527881E-01	  +2.7982098926623905E-01	  +2.9055904584858194E-01	
  +4.6250000000000000E+00	  +2.8713777220921639E+01	  +2.9029518900658200E+01	  +7.7847949389953328E+01	  +9.3792710108377491E+01	  +3.0614082040856760E-01	  +3.0950719802332810E-01	  +3.2016900744161336E-01	
  +4.7500000000000000E+00	  +2.9338264734619308E+01	  +2.6058810350382544E+01	  +7.7295169791623323E+01	  +9.3126710592317252E+01	  +3.1503598213679040E-01	  +2.7982101144386751E-01	  +2.9055906923244035E-01	
  +4.8750000000000000E+00	  +2.8713777351881063E+01	  +2.9025163759914992E+01	  +7.7847946306190323E+01	  +9.3792706393000387E+01	  +3.0614083393187946E-01	  +3.0946077660129334E-01	  +3.2012258644192110E-01	
  +5.0000000000000000E+00	  +2.9338273649776998E+01	  +2.6058818313963297E+01	  +7.7295161126355907E+01	  +9.3126700152236026E+01	  +3.1503611318576896E-01	  +2.7982112832693995E-01	  +2.9055918731931574E-01	
  +5.1250000000000000E+00	  +2.8713799751603144E+01	  +2.9020419058087338E+01	  +7.7847943010788029E+01	  +9.3792702422636168E+01	  +3.0614108571279725E-01	  +3.0941020259038271E-01	  +3.2007201288233844E-01	
  +5.2500000000000000E+00	  +2.9338288205093974E+01	  +2.6058831336728179E+01	  +7.7295150022249175E+01	  +9.3126686773794177E+01	  +3.1503631473926508E-01	  +2.7982130836486635E-01	  +2.9055936889985573E-01	
  +5.3750000000000000E+00	  +2.8713799888510056E+01	  +2.9014428999562924E+01	  +7.7847938689435381E+01	  +9.3792697216187193E+01	  +3.0614110416641788E-01	  +3.0934635489462686E-01	  +3.2000816577842151E-01	
  +5.5000000000000000E+00	  +2.9338286162931752E+01	  +2.6058829416422874E+01	  +7.7295138131167462E+01	  +9.3126672447189705E+01	  +3.1503634127557723E-01	  +2.7982133079221017E-01	  +2.9055939297914246E-01	
  +5.6250000000000000E+00	  +2.8713800376582281E+01	  +2.9008439921363326E+01	  +7.7847934363605148E+01	  +9.3792692004343550E+01	  +3.0614112638170726E-01	  +3.0928251766160997E-01	  +3.1994432913785686E-01	
  +5.7500000000000000E+00	  +2.9338298626889255E+01	  +2.6058840551471143E+01	  +7.7295126188549204E+01	  +9.3126658058493007E+01	  +3.1503652378958796E-01	  +2.7982149359535208E-01	  +2.9055955744138739E-01	
  +5.8750000000000000E+00	  +2.8713798815894329E+01	  +2.9002450041337745E+01	  +7.7847930283010569E+01	  +9.3792687087964538E+01	  +3.0614112578910085E-01	  +3.0921867089848348E-01	  +3.1988048293359594E-01	
  +6.0000000000000000E+00	  +2.9338299775252093E+01	  +2.6058841502488786E+01	  +7.7295114313613965E+01	  +9.3126643751342115E+01	  +3.1503658452019834E-01	  +2.7982154679673221E-01	  +2.9055961229246835E-01	
  +6.1250000000000000E+00	  +2.8713795549222382E+01	  +2.8997002641594058E+01	  +7.7847926353448159E+01	  +9.3792682353551996E+01	  +3.0614110641367076E-01	  +3.0916060735196493E-01	  +3.1982241992525817E-01	
  +6.2500000000000000E+00	  +2.9338304697956854E+01	  +2.6058845872875118E+01	  +7.7295105626394360E+01	  +9.3126633284812470E+01	  +3.1503667278758463E-01	  +2.7982162517545789E-01	  +2.9055969187804842E-01	
  +6.3750000000000000E+00	  +2.8713795968746101E+01	  +2.8993192810381565E+01	  +7.7847923675096624E+01	  +9.3792679126622431E+01	  +3.0614112141931427E-01	  +3.0911999828088971E-01	  +3.1978181122100174E-01	
  +6.5000000000000000E+00	  +2.9338329305817137E+01	  +2.6058867967308355E+01	  +7.7295098006639520E+01	  +9.3126624104384959E+01	  +3.1503696808478759E-01	  +2.7982189001180974E-01	  +2.9055995777295940E-01	
  +6.6250000000000000E+00	  +2.8713795527177503E+01	  +2.8989382608741266E+01	  +7.7847921021915340E+01	  +9.3792675930018476E+01	  +3.0614112714516989E-01	  +3.0907938515765465E-01	  +3.1974119846113830E-01	
  +6.7500000000000000E+00	  +2.9338316975963064E+01	  +2.6058856818048287E+01	  +7.7295090459245074E+01	  +9.3126615011138639E+01	  +3.1503686644740586E-01	  +2.7982179761318987E-01	  +2.9055986642284642E-01	
  +6.8750000000000000E+00	  +2.8713796389635373E+01	  +2.8985574108905563E+01	  +7.7847918234865546E+01	  +9.3792672572127159E+01	  +3.0614114730075831E-01	  +3.0903879070740281E-01	  +3.1970060439259224E-01	
  +7.0000000000000000E+00	  +2.9338347048477161E+01	  +2.6058883830826975E+01	  +7.7295082868039486E+01	  +9.3126605865107805E+01	  +3.1503722030816006E-01	  +2.7982211515979433E-01	  +2.9056018502404435E-01	
  +7.1250000000000000E+00	  +2.8713796026453188E+01	  +2.8983124791468057E+01	  +7.7847916510278040E+01	  +9.3792670494310883E+01	  +3.0614115021061117E-01	  +3.0901268338687582E-01	  +3.1967449730825953E-01	
  +7.2500000000000000E+00	  +2.9338327685213613E+01	  +2.6058866407618574E+01	  +7.7295083420413050E+01	  +9.3126606530618119E+01	  +3.1503701013273550E-01	  +2.7982192606847489E-01	  +2.9055999585598746E-01	
  +7.3750000000000000E+00	  +2.8713796467297790E+01	  +2.8984758676585219E+01	  +7.7847917642584079E+01	  +9.3792671858535030E+01	  +3.0614115045795942E-01	  +3.0903009907108897E-01	  +3.1969191283739551E-01	
  +7.5000000000000000E+00	  +2.9338341062213122E+01	  +2.6058878469316699E+01	  +7.7295086645788672E+01	  +9.3126610416612849E+01	  +3.1503714062999394E-01	  +2.7982204391139376E-01	  +2.9056011325082726E-01	
  +7.6250000000000000E+00	  +2.8713797637079704E+01	  +2.8986391605895889E+01	  +7.7847918826360555E+01	  +9.3792673284771752E+01	  +3.0614115827469113E-01	  +3.0904750435983297E-01	  +3.1970931796401308E-01	
  +7.7500000000000000E+00	  +2.9338316891040268E+01	  +2.6058856737802131E+01	  +7.7295089901353180E+01	  +9.3126614338979721E+01	  +3.1503686780933704E-01	  +2.7982179877116775E-01	  +2.9055986765832836E-01	
  +7.8750000000000000E+00	  +2.8713796108681997E+01	  +2.8988022958471774E+01	  +7.7847919971594081E+01	  +9.3792674664571180E+01	  +3.0614113747550709E-01	  +3.0906489299021533E-01	  +3.1972670643754775E-01	
  +8.0000000000000000E+00	  +2.9338336524222495E+01	  +2.6058874430234798E+01	  +7.7295093156470401E+01	  +9.3126618260807703E+01	  +3.1503706536468878E-01	  +2.7982197696962507E-01	  +2.9056004540457486E-01	
  +8.1250000000000000E+00	  +2.8713795969321623E+01	  +2.8991288450116524E+01	  +7.7847922369947995E+01	  +9.3792677554154196E+01	  +3.0614112655801723E-01	  +3.0909969953014166E-01	  +3.1976151264900288E-01	
  +8.2500000000000000E+00	  +2.9338302532367916E+01	  +2.6058843927434424E+01	  +7.7295106144769065E+01	  +9.3126633909360308E+01	  +3.1503664742057297E-01	  +2.7982160240858023E-01	  +2.9055966903915653E-01	
  +8.3750000000000000E+00	  +2.8713795854680761E+01	  +2.8999453422421755E+01	  +7.7847928115365278E+01	  +9.3792684476343695E+01	  +3.0614110274157819E-01	  +3.0918673012004438E-01	  +3.1984854245203087E-01	
  +8.5000000000000000E+00	  +2.9338312207564023E+01	  +2.6058852747853770E+01	  +7.7295122406593109E+01	  +9.3126653501919407E+01	  +3.1503668503410076E-01	  +2.7982163825221829E-01	  +2.9055970262365399E-01	
  +8.6250000000000000E+00	  +2.8713800389183771E+01	  +2.9007623507627621E+01	  +7.7847933785485026E+01	  +9.3792691307813271E+01	  +3.0614112878955002E-01	  +3.0927381550902550E-01	  +3.1993562706444995E-01	
  +8.7500000000000000E+00	  +2.9338296319525810E+01	  +2.6058838561105603E+01	  +7.7295138645103634E+01	  +9.3126673066389912E+01	  +3.1503644824303523E-01	  +2.7982142712784641E-01	  +2.9055948924338126E-01	
  +8.8750000000000000E+00	  +2.8713799808910647E+01	  +2.9015790156071830E+01	  +7.7847939705291665E+01	  +9.3792698440110428E+01	  +3.0614109932283595E-01	  +3.0936086325098450E-01	  +3.2002267399565065E-01	
  +9.0000000000000000E+00	  +2.9338278275728623E+01	  +2.6058822434158387E+01	  +7.7295154891156628E+01	  +9.3126692639947734E+01	  +3.1503618827265900E-01	  +2.7982119514228476E-01	  +2.9055925500087182E-01	
  +9.1250000000000000E+00	  +2.8713777209669150E+01	  +2.9028838323671952E+01	  +7.7847948914667882E+01	  +9.3792709535744422E+01	  +3.0614082215767874E-01	  +3.0949994373079770E-01	  +3.2016175321417656E-01	
  +9.2500000000000000E+00	  +2.9338243549955589E+01	  +2.6058791496048077E+01	  +7.7295200391237302E+01	  +9.3126747459322047E+01	  +3.1503562993833317E-01	  +2.7982069820950861E-01	  +2.9055875174710050E-01	
  +9.3750000000000000E+00	  +2.8713781033908099E+01	  +2.9056622210260720E+01	  +7.7847968649027720E+01	  +9.3792733312081580E+01	  +3.0614078532467115E-01	  +3.0979609170338457E-01	  +3.2045789848400846E-01	
  +9.5000000000000000E+00	  +2.9338177029463129E+01	  +2.6058732010258588E+01	  +7.7295255637879080E+01	  +9.3126814021541051E+01	  +3.1503469046709737E-01	  +2.7981985944704363E-01	  +2.9055790530963149E-01	
  +9.6250000000000000E+00	  +2.8713777426755975E+01	  +2.9084409976658037E+01	  +7.7847988183866676E+01	  +9.3792756848032127E+01	  +3.0614067004427137E-01	  +3.1009228168633640E-01	  +3.2075408579153242E-01	
  +9.7500000000000000E+00	  +2.9338142043384817E+01	  +2.6058700905367782E+01	  +7.7295310860041894E+01	  +9.3126880554267331E+01	  +3.1503408971471730E-01	  +2.7981932552956862E-01	  +2.9055736372056412E-01	
  +9.8750000000000000E+00	  +2.8713777937743821E+01	  +2.9112213721582734E+01	  +7.7848007834520502E+01	  +9.3792780523518672E+01	  +3.0614059821527306E-01	  +3.1038864141875827E-01	  +3.2105044283266615E-01	
  +1.0000000000000000E+01	  +2.9338078619142706E+01	  +2.6058644205832007E+01	  +7.7295365974870364E+01	  +9.3126946957675131E+01	  +3.1503318403078806E-01	  +2.7981851716534084E-01	  +2.9055654769966610E-01	
  +1.0125000000000000E+01	  +2.8713776774885968E+01	  +2.9150527583371588E+01	  +7.7848034793447383E+01	  +9.3792813004153459E+01	  +3.0614047980002929E-01	  +3.1079702857489416E-01	  +3.2145882629659933E-01	
  +1.0250000000000000E+01	  +2.9337983093038492E+01	  +2.6058559049309935E+01	  +7.7295484829144016E+01	  +9.3127090155595198E+01	  +3.1503167385581443E-01	  +2.7981717248731519E-01	  +2.9055518651018669E-01	
  +1.0375000000000000E+01	  +2.8713782671673876E+01	  +2.9220401125398698E+01	  +7.7848084095521358E+01	  +9.3792872404242587E+01	  +3.0614034878811375E-01	  +3.1154180884300281E-01	  +3.2220359981247065E-01	
  +1.0500000000000000E+01	  +2.9337852190469402E+01	  +2.6058442197528137E+01	  +7.7295623996736950E+01	  +9.3127257827393905E+01	  +3.1502970102314670E-01	  +2.7981541393418868E-01	  +2.9055340862370743E-01	
  +1.0625000000000000E+01	  +2.8713797778729525E+01	  +2.9290352470213261E+01	  +7.7848133359211644E+01	  +9.3792931758086311E+01	  +3.0614031612519649E-01	  +3.1228741783826380E-01	  +3.2294920206075967E-01	
  +1.0750000000000000E+01	  +2.9337746059239890E+01	  +2.6058347639820003E+01	  +7.7295763059132597E+01	  +9.3127425372448897E+01	  +3.1502799462036085E-01	  +2.7981389516142668E-01	  +2.9055187053227638E-01	
  +1.0875000000000000E+01	  +2.8713796254152587E+01	  +2.9360360870693391E+01	  +7.7848182552406769E+01	  +9.3792991026996106E+01	  +3.0614010641677902E-01	  +3.1303363448813248E-01	  +3.2369541197331980E-01	
  +1.1000000000000000E+01	  +2.9337629422196390E+01	  +2.6058243627205165E+01	  +7.7295902176409697E+01	  +9.3127592983626130E+01	  +3.1502617518907189E-01	  +2.7981227466908520E-01	  +2.9055023071371122E-01	
  +1.1125000000000000E+01	  +2.8713783427281619E+01	  +2.9420706020911719E+01	  +7.7848224964318192E+01	  +9.3793042125684565E+01	  +3.0613980287369902E-01	  +3.1367685016002977E-01	  +3.2433862183665352E-01	
  +1.1250000000000000E+01	  +2.9337555359551228E+01	  +2.6058177531726990E+01	  +7.7295983424955438E+01	  +9.3127690873440272E+01	  +3.1502504877330967E-01	  +2.7981127081889989E-01	  +2.9054921557648006E-01	
  +1.1375000000000000E+01	  +2.8713779133661738E+01	  +2.9451928787733401E+01	  +7.7848246887353270E+01	  +9.3793068538979838E+01	  +3.0613967088333893E-01	  +3.1400965174194462E-01	  +3.2467142041608077E-01	
  +1.1500000000000000E+01	  +2.9337499923491627E+01	  +2.6058128066805345E+01	  +7.7296045282921881E+01	  +9.3127765401110693E+01	  +3.1502420139828385E-01	  +2.7981051574222099E-01	  +2.9054845190650991E-01	
  +1.1625000000000000E+01	  +2.8713779572960956E+01	  +2.9483168255046888E+01	  +7.7848268767143196E+01	  +9.3793094900172520E+01	  +3.0613958952438980E-01	  +3.1434263136776669E-01	  +3.2500439704533962E-01	
  +1.1750000000000000E+01	  +2.9337447710824733E+01	  +2.6058081503066230E+01	  +7.7296107177825689E+01	  +9.3127839973283955E+01	  +3.1502338848663208E-01	  +2.7980979168572623E-01	  +2.9054771925160633E-01	
  +1.1875000000000000E+01	  +2.8713783600150901E+01	  +2.9514424831503568E+01	  +7.7848290527469231E+01	  +9.3793121117432804E+01	  +3.0613954688851941E-01	  +3.1467579370293380E-01	  +3.2533755640030643E-01	
  +1.2000000000000000E+01	  +2.9337390462353575E+01	  +2.6058030407240253E+01	  +7.7296169114969899E+01	  +9.3127914596349271E+01	  +3.1502252133007214E-01	  +2.7980901881230097E-01	  +2.9054693777391810E-01	
  +1.2125000000000000E+01	  +2.8713785053791984E+01	  +2.9540069434463934E+01	  +7.7848308572505346E+01	  +9.3793142858440163E+01	  +3.0613949142453878E-01	  +3.1494913736975511E-01	  +3.2561089759575879E-01	
  +1.2250000000000000E+01	  +2.9337373847529463E+01	  +2.6058015650963032E+01	  +7.7296197596610995E+01	  +9.3127948911579509E+01	  +3.1502222684388642E-01	  +2.7980875725829479E-01	  +2.9054667226326775E-01	
  +1.2375000000000000E+01	  +2.8713784723177561E+01	  +2.9548847571655763E+01	  +7.7848314654998987E+01	  +9.3793150186745763E+01	  +3.0613946398012343E-01	  +3.1504270314860811E-01	  +3.2570446254158042E-01	
  +1.2500000000000000E+01	  +2.9337353519163084E+01	  +2.6057997475241255E+01	  +7.7296214981492582E+01	  +9.3127969857219966E+01	  +3.1502193770724229E-01	  +2.7980849915650818E-01	  +2.9054641174639029E-01	
  +1.2625000000000000E+01	  +2.8713784434893586E+01	  +2.9557627551428705E+01	  +7.7848320800394930E+01	  +9.3793157590837254E+01	  +3.0613943673966537E-01	  +3.1513628830336149E-01	  +3.2579804685468772E-01	
  +1.2750000000000000E+01	  +2.9337343445164297E+01	  +2.6057988528656519E+01	  +7.7296232314133576E+01	  +9.3127990739919966E+01	  +3.1502175889411344E-01	  +2.7980834034559043E-01	  +2.9054625052763994E-01	
  +1.2875000000000000E+01	  +2.8713781819099164E+01	  +2.9566405292648799E+01	  +7.7848326967316382E+01	  +9.3793165020863100E+01	  +3.0613938459920986E-01	  +3.1522984948926852E-01	  +3.2589160719600080E-01	
  +1.3000000000000000E+01	  +2.9337323606103951E+01	  +2.6057970793613666E+01	  +7.7296249688669818E+01	  +9.3128011673096154E+01	  +3.1502147505399003E-01	  +2.7980808701343274E-01	  +2.9054599478183074E-01	
  +1.3125000000000000E+01	  +2.8713781815429307E+01	  +2.9566405794616941E+01	  +7.7848326975524486E+01	  +9.3793165030752391E+01	  +3.0613938452780420E-01	  +3.1522985480789423E-01	  +3.2589161251350240E-01	
  +1.3250000000000000E+01	  +2.9337353517669865E+01	  +2.6057997473899462E+01	  +7.7296214984124461E+01	  +9.3127969860390905E+01	  +3.1502193768048192E-01	  +2.7980849913257289E-01	  +2.9054641172208934E-01	
  +1.3375000000000000E+01	  +2.8713785048897318E+01	  +2.9540069395663622E+01	  +7.7848308578268700E+01	  +9.3793142865383970E+01	  +3.0613949134968854E-01	  +3.1494913693275878E-01	  +3.2561089715797314E-01	
  +1.3500000000000000E+01	  +2.9337398199519033E+01	  +2.6058037327491668E+01	  +7.7296162854661716E+01	  +9.3127907053809295E+01	  +3.1502262992518332E-01	  +2.7980911578347117E-01	  +2.9054703561476514E-01	
  +1.3625000000000000E+01	  +2.8713784204902581E+01	  +2.9513739775966329E+01	  +7.7848290142468429E+01	  +9.3793120653576409E+01	  +3.0613955485025968E-01	  +3.1466849135956271E-01	  +3.2533025410966337E-01	
