 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +4.0000000000000000E+01	  +2.9338821910330605E+01	  +2.6059307420046679E+01	  +7.7294532607070792E+01	  +9.3125942900085278E+01	  +3.1504456219904475E-01	  +2.7982865578076005E-01	  +2.9056680208949487E-01	
  +4.0125000000000000E+01	  +2.8713780355441507E+01	  +2.8714794477541698E+01	  +7.7847725960640645E+01	  +9.3792440916434501E+01	  +3.0614173247740073E-01	  +3.0615254488499227E-01	  +3.1681438490353875E-01	
  +4.0250000000000000E+01	  +2.9338795583753189E+01	  +2.6059283956972632E+01	  +7.7294566124680600E+01	  +9.3125983282747697E+01	  +3.1504414288625748E-01	  +2.7982828248751834E-01	  +2.9056642413981976E-01	
  +4.0375000000000000E+01	  +2.8713777501214029E+01	  +2.8738104423675637E+01	  +7.7847742516666230E+01	  +9.3792460863453286E+01	  +3.0614163693835333E-01	  +3.0640100663862191E-01	  +3.1706284438969490E-01	
  +4.0500000000000000E+01	  +2.9338756262878487E+01	  +2.6059248891031309E+01	  +7.7294612969769574E+01	  +9.3126039722613939E+01	  +3.1504352971808069E-01	  +2.7982773635227720E-01	  +2.9056587149663221E-01	
  +4.0625000000000000E+01	  +2.8713801577601647E+01	  +2.8761447256646242E+01	  +7.7847759254285862E+01	  +9.3792481029260060E+01	  +3.0614182781500276E-01	  +3.0664981820529569E-01	  +3.1731165366402542E-01	
  +4.0750000000000000E+01	  +2.9338710530134151E+01	  +2.6059208054517658E+01	  +7.7294659869784041E+01	  +9.3126096228655470E+01	  +3.1504284747529715E-01	  +2.7982712805370530E-01	  +2.9056525668249128E-01	
  +4.0875000000000000E+01	  +2.8713798353463172E+01	  +2.8784774481242515E+01	  +7.7847775843003248E+01	  +9.3792501015666559E+01	  +3.0614172820348384E-01	  +3.0689846383811081E-01	  +3.1756029702489152E-01	
  +4.1000000000000000E+01	  +2.9338669817562341E+01	  +2.6059171735842089E+01	  +7.7294706675578524E+01	  +9.3126152621178932E+01	  +3.1504221952459444E-01	  +2.7982656861006905E-01	  +2.9056469073638330E-01	
  +4.1125000000000000E+01	  +2.8713805172264941E+01	  +2.8806353447297152E+01	  +7.7847791059994478E+01	  +9.3792519349390929E+01	  +3.0614174106254460E-01	  +3.0712847513978431E-01	  +3.1779030624248511E-01	
  +4.1250000000000000E+01	  +2.9338638656378496E+01	  +2.6059143940507933E+01	  +7.7294742943812736E+01	  +9.3126196317846663E+01	  +3.1504173708806416E-01	  +2.7982613884031221E-01	  +2.9056425592808555E-01	
  +4.1375000000000000E+01	  +2.8713792178292930E+01	  +2.8822627855765010E+01	  +7.7847802627248427E+01	  +9.3792533285841472E+01	  +3.0614155703402290E-01	  +3.0730194447275849E-01	  +3.1796377399123849E-01	
  +4.1500000000000000E+01	  +2.9338604109693200E+01	  +2.6059113073881356E+01	  +7.7294775659272702E+01	  +9.3126235734063485E+01	  +3.1504123277863572E-01	  +2.7982568895297372E-01	  +2.9056380149577699E-01	
  +4.1625000000000000E+01	  +2.8713792096122074E+01	  +2.8838917882766996E+01	  +7.7847814280993447E+01	  +9.3792547326498124E+01	  +3.0614151032882653E-01	  +3.0747557993469138E-01	  +3.1813740785710543E-01	
  +4.1750000000000000E+01	  +2.9338560918497130E+01	  +2.6059074427028783E+01	  +7.7294808378399566E+01	  +9.3126275154698263E+01	  +3.1504063562899826E-01	  +2.7982515550783404E-01	  +2.9056326350516171E-01	
  +4.1875000000000000E+01	  +2.8713799135662764E+01	  +2.8855218899890406E+01	  +7.7847825831072299E+01	  +9.3792561242255772E+01	  +3.0614153996176957E-01	  +3.0764933292908569E-01	  +3.1831115926963216E-01	
  +4.2000000000000000E+01	  +2.9338557450618154E+01	  +2.6059071531075073E+01	  +7.7294841041674914E+01	  +9.3126314508042057E+01	  +3.1504046526059593E-01	  +2.7982500616219175E-01	  +2.9056310962180670E-01	
  +4.2125000000000000E+01	  +2.8713794837061375E+01	  +2.8873821861053454E+01	  +7.7847839043161386E+01	  +9.3792577160435400E+01	  +3.0614144217346168E-01	  +3.0784762222349216E-01	  +3.1850944675454712E-01	
  +4.2250000000000000E+01	  +2.9338510898270236E+01	  +2.6059029954941010E+01	  +7.7294887626857872E+01	  +9.3126370634768506E+01	  +3.1503977550389767E-01	  +2.7982439106471452E-01	  +2.9056248805253648E-01	
  +4.2375000000000000E+01	  +2.8713800171972895E+01	  +2.8899369039207841E+01	  +7.7847857120807262E+01	  +9.3792598940731637E+01	  +3.0614142796189492E-01	  +3.0811993020333733E-01	  +3.1878175225852856E-01	
  +4.2500000000000000E+01	  +2.9338466793232964E+01	  +2.6058990613205918E+01	  +7.7294938801543850E+01	  +9.3126432291016684E+01	  +3.1503909332155378E-01	  +2.7982378334619895E-01	  +2.9056187322464544E-01	
  +4.2625000000000000E+01	  +2.8713792553742213E+01	  +2.8924913223925998E+01	  +7.7847875285536389E+01	  +9.3792620825947452E+01	  +3.0614127530380969E-01	  +3.0839220579625820E-01	  +3.1905402536366018E-01	
  +4.2750000000000000E+01	  +2.9338424542877473E+01	  +2.6058952940568837E+01	  +7.7294989932282391E+01	  +9.3126493894316127E+01	  +3.1503843123496045E-01	  +2.7982319371049913E-01	  +2.9056127648568492E-01	
  +4.2875000000000000E+01	  +2.8713794659749688E+01	  +2.8950478004346675E+01	  +7.7847893424856281E+01	  +9.3792642680549733E+01	  +3.0614122642376740E-01	  +3.0866470095047538E-01	  +3.1932651803356915E-01	
  +4.3000000000000000E+01	  +2.9338378156254034E+01	  +2.6058911545441472E+01	  +7.7295041114335604E+01	  +9.3126555559440476E+01	  +3.1503772452453738E-01	  +2.7982256391742832E-01	  +2.9056063958223399E-01	
  +4.3125000000000000E+01	  +2.8713806575746435E+01	  +2.8973339090714457E+01	  +7.7847909601620159E+01	  +9.3792662170626684E+01	  +3.0614128985389671E-01	  +3.0890837748060124E-01	  +3.1957019234817385E-01	
  +4.3250000000000000E+01	  +2.9338348361778348E+01	  +2.6058884971364446E+01	  +7.7295076887700063E+01	  +9.3126598659879591E+01	  +3.1503725878498956E-01	  +2.7982214905687330E-01	  +2.9056021975193047E-01	
  +4.3375000000000000E+01	  +2.8713796104952216E+01	  +2.8988022992645885E+01	  +7.7847919976375550E+01	  +9.3792674670331976E+01	  +3.0614113741693749E-01	  +3.0906489333559040E-01	  +3.1972670678226800E-01	
  +4.3500000000000000E+01	  +2.9338302532506816E+01	  +2.6058843927559440E+01	  +7.7295106144553543E+01	  +9.3126633909100647E+01	  +3.1503664742294285E-01	  +2.7982160241070286E-01	  +2.9055966904130914E-01	
  +4.3625000000000000E+01	  +2.8713798838586538E+01	  +2.9002722280593684E+01	  +7.7847930469148395E+01	  +9.3792687312226974E+01	  +3.0614112529904408E-01	  +3.0922157272289647E-01	  +3.1988338473251610E-01	
  +4.3750000000000000E+01	  +2.9338277119756654E+01	  +2.6058821258821823E+01	  +7.7295135413812744E+01	  +9.3126669173268354E+01	  +3.1503625524468015E-01	  +2.7982125303265870E-01	  +2.9055931559709375E-01	
  +4.3875000000000000E+01	  +2.8713799772245096E+01	  +2.9017423603356921E+01	  +7.7847940864597021E+01	  +9.3792699836863875E+01	  +3.0614109437288584E-01	  +3.0937827414956276E-01	  +3.2004008473545403E-01	
  +4.4000000000000000E+01	  +2.9338271360235098E+01	  +2.6058816277813236E+01	  +7.7295164664935172E+01	  +9.3126704415584541E+01	  +3.1503607417815382E-01	  +2.7982109365240626E-01	  +2.9055915215319272E-01	
  +4.4125000000000000E+01	  +2.8713799796503238E+01	  +2.9022596936327027E+01	  +7.7847944480157025E+01	  +9.3792704192960258E+01	  +3.0614108041314358E-01	  +3.0943341687450099E-01	  +3.2009522696521647E-01	
  +4.4250000000000000E+01	  +2.9338280926446764E+01	  +2.6058824696102590E+01	  +7.7295137016382640E+01	  +9.3126671104075456E+01	  +3.1503628958946917E-01	  +2.7982128414082430E-01	  +2.9055934648262571E-01	
  +4.4375000000000000E+01	  +2.8713795870836726E+01	  +2.8999181243064509E+01	  +7.7847927915939238E+01	  +9.3792684236071366E+01	  +3.0614110369808351E-01	  +3.0918382898686492E-01	  +3.1984564134616417E-01	
  +4.4500000000000000E+01	  +2.9338316971264092E+01	  +2.6058856813824551E+01	  +7.7295090463188103E+01	  +9.3126615015889271E+01	  +3.1503686638087713E-01	  +2.7982179755356068E-01	  +2.9055986636266945E-01	
  +4.4625000000000000E+01	  +2.8713806542178293E+01	  +2.8975787688235329E+01	  +7.7847911333220367E+01	  +9.3792664256891996E+01	  +3.0614128268638419E-01	  +3.0893447710230870E-01	  +3.1959629173272658E-01	
  +4.4750000000000000E+01	  +2.9338379825483884E+01	  +2.6058913059054795E+01	  +7.7295042740236511E+01	  +9.3126557518357231E+01	  +3.1503773582203620E-01	  +2.7982257428465590E-01	  +2.9056064972358614E-01	
  +4.4875000000000000E+01	  +2.8713793950148009E+01	  +2.8952381099378723E+01	  +7.7847894710014700E+01	  +9.3792644228933369E+01	  +3.0614121380416642E-01	  +3.0868498630564706E-01	  +3.1934680321272940E-01	
  +4.5000000000000000E+01	  +2.9338415267628896E+01	  +2.6058944634207354E+01	  +7.7294995937840341E+01	  +9.3126501129928116E+01	  +3.1503830715916797E-01	  +2.7982308277479973E-01	  +2.9056116471567300E-01	
  +4.5125000000000000E+01	  +2.8713806516405072E+01	  +2.8934986780750325E+01	  +7.7847882367309950E+01	  +9.3792629358204749E+01	  +3.0614139632170634E-01	  +3.0849958017750317E-01	  +3.1916139877500604E-01	
  +4.5250000000000000E+01	  +2.9338427021350018E+01	  +2.6058955137446208E+01	  +7.7294985041411607E+01	  +9.3126488001700721E+01	  +3.1503847778318694E-01	  +2.7982323500667511E-01	  +2.9056131846131733E-01	
  +4.5375000000000000E+01	  +2.8713798589482760E+01	  +2.8935523216109637E+01	  +7.7847882835088797E+01	  +9.3792629921793718E+01	  +3.0614130996673122E-01	  +3.0850529770022111E-01	  +3.1916711623365834E-01	
  +4.5500000000000000E+01	  +2.9338425948488478E+01	  +2.6058954179218574E+01	  +7.7294986123925256E+01	  +9.3126489305934030E+01	  +3.1503846185060719E-01	  +2.7982322079823208E-01	  +2.9056130410248776E-01	
  +4.5625000000000000E+01	  +2.8713798564823385E+01	  +2.8936067123759994E+01	  +7.7847883223878711E+01	  +9.3792630390215308E+01	  +3.0614130817487856E-01	  +3.0851109520411402E-01	  +3.1917291368430373E-01	
  +4.5750000000000000E+01	  +2.9338411483125821E+01	  +2.6058941168002114E+01	  +7.7294987206666718E+01	  +9.3126490610441820E+01	  +3.1503830210730877E-01	  +2.7982307716296839E-01	  +2.9056116031680601E-01	
  +4.5875000000000000E+01	  +2.8713798534879608E+01	  +2.8936611454128350E+01	  +7.7847883640573230E+01	  +9.3792630892256895E+01	  +3.0614130621694813E-01	  +3.0851689710430363E-01	  +3.1917871552742405E-01	
  +4.6000000000000000E+01	  +2.9338425399434989E+01	  +2.6058953700067068E+01	  +7.7294988291595800E+01	  +9.3126491917585298E+01	  +3.1503844711984630E-01	  +2.7982320780566516E-01	  +2.9056129080878074E-01	
  +4.6125000000000000E+01	  +2.8713799357680237E+01	  +2.8928454529383355E+01	  +7.7847877774060734E+01	  +9.3792623824169553E+01	  +3.0614133805990124E-01	  +3.0842995269665058E-01	  +3.1909177192323146E-01	
  +4.6250000000000000E+01	  +2.9338466537545344E+01	  +2.6058990371898549E+01	  +7.7294937174154640E+01	  +9.3126430330306789E+01	  +3.1503909720887818E-01	  +2.7982378664650681E-01	  +2.9056187675103606E-01	
  +4.6375000000000000E+01	  +2.8713797431606945E+01	  +2.8894202776176723E+01	  +7.7847853495565460E+01	  +9.3792594572970430E+01	  +3.0614141300108372E-01	  +3.0806486277226391E-01	  +3.1872668532395804E-01	
  +4.6500000000000000E+01	  +2.9338510355045390E+01	  +2.6059029334748601E+01	  +7.7294868514173061E+01	  +9.3126347607437410E+01	  +3.1503984757050979E-01	  +2.7982445359714109E-01	  +2.9056255324016989E-01	
  +4.6625000000000000E+01	  +2.8713799067278064E+01	  +2.8859971890708763E+01	  +7.7847829206974836E+01	  +9.3792565309608221E+01	  +3.0614152595671235E-01	  +3.0769999514825419E-01	  +3.1836182102644622E-01	
  +4.6750000000000000E+01	  +2.9338593135283663E+01	  +2.6059103363817016E+01	  +7.7294799923885350E+01	  +9.3126264968536560E+01	  +3.1504101603555063E-01	  +2.7982549684153324E-01	  +2.9056360601339642E-01	
  +4.6875000000000000E+01	  +2.8713792066074809E+01	  +2.8825749861046358E+01	  +7.7847804923064231E+01	  +9.3792536051884611E+01	  +3.0614154680912747E-01	  +3.0733522169717631E-01	  +3.1799705090122743E-01	
  +4.7000000000000000E+01	  +2.9338653517868039E+01	  +2.6059157234974126E+01	  +7.7294731183455028E+01	  +9.3126182148740995E+01	  +3.1504194460595825E-01	  +2.7982632417328651E-01	  +2.9056444289485939E-01	
  +4.7125000000000000E+01	  +2.8713790281269045E+01	  +2.8798604277588595E+01	  +7.7847785708222020E+01	  +9.3792512901472307E+01	  +3.0614160334346163E-01	  +3.0704587590953147E-01	  +3.1770770774519713E-01	
  +4.7250000000000000E+01	  +2.9338669631652095E+01	  +2.6059171557350577E+01	  +7.7294705083434366E+01	  +9.3126150702932961E+01	  +3.1504222401762055E-01	  +2.7982657245737375E-01	  +2.9056469480487573E-01	
  +4.7375000000000000E+01	  +2.8713798266992480E+01	  +2.8792641635593981E+01	  +7.7847781395258437E+01	  +9.3792507705130646E+01	  +3.0614170544692426E-01	  +3.0698232023088307E-01	  +3.1764415265724111E-01	
  +4.7500000000000000E+01	  +2.9338681156412523E+01	  +2.6059181846931732E+01	  +7.7294693036890081E+01	  +9.3126136189024180E+01	  +3.1504239687193608E-01	  +2.7982672655974594E-01	  +2.9056485058080739E-01	
  +4.7625000000000000E+01	  +2.8713798395510523E+01	  +2.8786673487641458E+01	  +7.7847777133407774E+01	  +9.3792502570370800E+01	  +3.0614172357718128E-01	  +3.0691870564007334E-01	  +3.1758053865012359E-01	
  +4.7750000000000000E+01	  +2.9338698232337130E+01	  +2.6059197132601611E+01	  +7.7294681067816953E+01	  +9.3126121768454155E+01	  +3.1504262901964220E-01	  +2.7982693403032904E-01	  +2.9056505971418783E-01	
  +4.7875000000000000E+01	  +2.8713798632984915E+01	  +2.8780704308738862E+01	  +7.7847772973607491E+01	  +9.3792497558563227E+01	  +3.0614174246779458E-01	  +3.0685507964822495E-01	  +3.1751691322799086E-01	
  +4.8000000000000000E+01	  +2.9338687452088884E+01	  +2.6059187347780579E+01	  +7.7294669154369330E+01	  +9.3126107414902805E+01	  +3.1504256181756679E-01	  +2.7982687208947354E-01	  +2.9056499942840247E-01	
  +4.8125000000000000E+01	  +2.8713784245678411E+01	  +2.8768213182116472E+01	  +7.7847763924340114E+01	  +9.3792486655831453E+01	  +3.0614162465958206E-01	  +3.0672193698926564E-01	  +3.1738377180839639E-01	
  +4.8250000000000000E+01	  +2.9338743214617850E+01	  +2.6059237181387090E+01	  +7.7294617921156842E+01	  +9.3126045688140763E+01	  +3.1504336942284689E-01	  +2.7982759268716195E-01	  +2.9056572714364676E-01	
  +4.8375000000000000E+01	  +2.8713777518660883E+01	  +2.8736206585078403E+01	  +7.7847741171278528E+01	  +9.3792459242504236E+01	  +3.0614164241519926E-01	  +3.0638077748638370E-01	  +3.1704261542171769E-01	
  +4.8500000000000000E+01	  +2.9338796806854905E+01	  +2.6059284971433996E+01	  +7.7294553612109922E+01	  +9.3125968207361339E+01	  +3.1504420701996799E-01	  +2.7982833868001689E-01	  +2.9056648207062652E-01	
  +4.8625000000000000E+01	  +2.8713779661358156E+01	  +2.8704223937342871E+01	  +7.7847718493390090E+01	  +9.3792431919747088E+01	  +3.0614175444269237E-01	  +3.0603987283220740E-01	  +3.1670171387345097E-01	
  +4.8750000000000000E+01	  +2.9338858155756668E+01	  +2.6059339742366944E+01	  +7.7294489264790258E+01	  +9.3125890680470178E+01	  +3.1504512806672619E-01	  +2.7982915977448963E-01	  +2.9056731210455605E-01	
  +4.8875000000000000E+01	  +2.8713777270662018E+01	  +2.8672253363973489E+01	  +7.7847695715113957E+01	  +9.3792404476040900E+01	  +3.0614181853069883E-01	  +3.0569909710863380E-01	  +3.1636094126953757E-01	
  +4.9000000000000000E+01	  +2.9338893435777848E+01	  +2.6059371051332349E+01	  +7.7294424998960693E+01	  +9.3125813251759865E+01	  +3.1504576885102703E-01	  +2.7982972863691891E-01	  +2.9056788989513588E-01	
  +4.9125000000000000E+01	  +2.8713781879553053E+01	  +2.8639897992409928E+01	  +7.7847672633916901E+01	  +9.3792376667369751E+01	  +3.0614195843853204E-01	  +3.0535421971425225E-01	  +3.1601606703630541E-01	
  +4.9250000000000000E+01	  +2.9338956503375471E+01	  +2.6059427352333028E+01	  +7.7294358135064897E+01	  +9.3125732692849269E+01	  +3.1504671861366507E-01	  +2.7983057527486194E-01	  +2.9056874582218245E-01	
  +4.9375000000000000E+01	  +2.8713777434021377E+01	  +2.8606332654665483E+01	  +7.7847648658634427E+01	  +9.3792347781487251E+01	  +3.0614200532560831E-01	  +3.0499644513975804E-01	  +3.1565829574541460E-01	
  +4.9500000000000000E+01	  +2.9339016270544750E+01	  +2.6059480677045890E+01	  +7.7294290461266357E+01	  +9.3125651158152223E+01	  +3.1504763623847598E-01	  +2.7983139288647690E-01	  +2.9056957283543355E-01	
  +4.9625000000000000E+01	  +2.8713778549777732E+01	  +2.8572789854982798E+01	  +7.7847624644296118E+01	  +9.3792318848549527E+01	  +3.0614211165994415E-01	  +3.0463891079524863E-01	  +3.1530076468985963E-01	
  +4.9750000000000000E+01	  +2.9339073070505624E+01	  +2.6059531331698683E+01	  +7.7294222896123401E+01	  +9.3125569754365529E+01	  +3.1504852155957169E-01	  +2.7983218143454169E-01	  +2.9057037077005576E-01	
  +4.9875000000000000E+01	  +2.8713770815030060E+01	  +2.8539256558783599E+01	  +7.7847600766716823E+01	  +9.3792290080381704E+01	  +3.0614212309371946E-01	  +3.0428147702039193E-01	  +3.1494333418522907E-01	
  +5.0000000000000000E+01	  +2.9339144894730268E+01	  +2.6059595507844250E+01	  +7.7294155238001693E+01	  +9.3125488238556244E+01	  +3.1504956859472483E-01	  +2.7983311551707857E-01	  +2.9057131425208371E-01	
  +5.0125000000000000E+01	  +2.8713772246379563E+01	  +2.8508314230785107E+01	  +7.7847578707693458E+01	  +9.3792263503245124E+01	  +3.0614222510352457E-01	  +3.0395166046716365E-01	  +3.1461352065316289E-01	
  +5.0250000000000000E+01	  +2.9339198656983584E+01	  +2.6059643535300740E+01	  +7.7294103124631690E+01	  +9.3125425451363469E+01	  +3.1505035831816458E-01	  +2.7983381991538803E-01	  +2.9057202589032094E-01	
  +5.0375000000000000E+01	  +2.8713801994381889E+01	  +2.8485110260407751E+01	  +7.7847562004967841E+01	  +9.3792243379479316E+01	  +3.0614260795753762E-01	  +3.0370432814106219E-01	  +3.1436619061463628E-01	
  +5.0500000000000000E+01	  +2.9339239032292944E+01	  +2.6059679550074687E+01	  +7.7294056183552286E+01	  +9.3125368895846123E+01	  +3.1505098320852531E-01	  +2.7983437659420735E-01	  +2.9057258909050820E-01	
  +5.0625000000000000E+01	  +2.8713790773419834E+01	  +2.8461876488440698E+01	  +7.7847545361250326E+01	  +9.3792223326807616E+01	  +3.0614255377410254E-01	  +3.0345667773828905E-01	  +3.1411854249135734E-01	
  +5.0750000000000000E+01	  +2.9339278777782678E+01	  +2.6059714998060674E+01	  +7.7294009245483380E+01	  +9.3125312343955869E+01	  +3.1505160132423321E-01	  +2.7983492717651037E-01	  +2.9057314619376884E-01	
  +5.0875000000000000E+01	  +2.8713800856240255E+01	  +2.8438670824738747E+01	  +7.7847528831638684E+01	  +9.3792203411612860E+01	  +3.0614272628000827E-01	  +3.0320932647177384E-01	  +3.1387119348870957E-01	
  +5.1000000000000000E+01	  +2.9339330119594958E+01	  +2.6059760882806923E+01	  +7.7293962296867107E+01	  +9.3125255779357957E+01	  +3.1505234400761006E-01	  +2.7983558986995344E-01	  +2.9057381540964272E-01	
  +5.1125000000000000E+01	  +2.8713790135337618E+01	  +2.8413160196027967E+01	  +7.7847510427300691E+01	  +9.3792181237711674E+01	  +3.0614268435194963E-01	  +3.0293740715994449E-01	  +3.1359927669750803E-01	
  +5.1250000000000000E+01	  +2.9339374308196629E+01	  +2.6059800233458869E+01	  +7.7293901366413650E+01	  +9.3125182369173061E+01	  +3.1505306686957696E-01	  +2.7983623301966670E-01	  +2.9057446702425349E-01	
  +5.1375000000000000E+01	  +2.8713791072966917E+01	  +2.8380794908799295E+01	  +7.7847487252327340E+01	  +9.3792153316057025E+01	  +3.0614278548663171E-01	  +3.0259242277083492E-01	  +3.1325429548240646E-01	
  +5.1500000000000000E+01	  +2.9339429490382869E+01	  +2.6059849447076537E+01	  +7.7293835902788501E+01	  +9.3125103497335530E+01	  +3.1505392626191625E-01	  +2.7983699849334559E-01	  +2.9057524159262560E-01	
  +5.1625000000000000E+01	  +2.8713788743390246E+01	  +2.8348442443935799E+01	  +7.7847464054482074E+01	  +9.3792125366845866E+01	  +3.0614285187677542E-01	  +3.0224757497559124E-01	  +3.1290945086430511E-01	
  +5.1750000000000000E+01	  +2.9339487180118503E+01	  +2.6059900917242643E+01	  +7.7293770370084729E+01	  +9.3125024542270751E+01	  +3.1505481286397835E-01	  +2.7983778844980267E-01	  +2.9057604065338827E-01	
  +5.1875000000000000E+01	  +2.8713797554515232E+01	  +2.8316115778135046E+01	  +7.7847440844020809E+01	  +9.3792097402434706E+01	  +3.0614303709738622E-01	  +3.0190300209023796E-01	  +3.1256488115782388E-01	
  +5.2000000000000000E+01	  +2.9339527172956466E+01	  +2.6059936460095212E+01	  +7.7293704837606640E+01	  +9.3124945587477868E+01	  +3.1505550943271243E-01	  +2.7983840737512750E-01	  +2.9057666868300269E-01	
  +5.2125000000000000E+01	  +2.8713798722054445E+01	  +2.8289721123121399E+01	  +7.7847421830576678E+01	  +9.3792074494670686E+01	  +3.0614312431788654E-01	  +3.0162165913846845E-01	  +3.1228354081011028E-01	
  +5.2250000000000000E+01	  +2.9339553968174449E+01	  +2.6059960373007357E+01	  +7.7293675363072950E+01	  +9.3124910075991494E+01	  +3.1505591730754834E-01	  +2.7983877086959857E-01	  +2.9057703627231396E-01	
  +5.2375000000000000E+01	  +2.8713798814931366E+01	  +2.8281105632030666E+01	  +7.7847415666854175E+01	  +9.3792067068498994E+01	  +3.0614314954761440E-01	  +3.0152982566613207E-01	  +3.1219170818194941E-01	
  +5.2500000000000000E+01	  +2.9339586805790351E+01	  +2.6059989806548558E+01	  +7.7293657811815763E+01	  +9.3124888929898503E+01	  +3.1505634146716965E-01	  +2.7983915047851171E-01	  +2.9057741831959089E-01	
  +5.2625000000000000E+01	  +2.8713798987946653E+01	  +2.8272490400913128E+01	  +7.7847409575781242E+01	  +9.3792059729856916E+01	  +3.0614317534606994E-01	  +3.0143799466974619E-01	  +3.1209987801978922E-01	
  +5.2750000000000000E+01	  +2.9339590767911638E+01	  +2.6059993252222146E+01	  +7.7293640307847156E+01	  +9.3124867840779700E+01	  +3.1505645536136512E-01	  +2.7983925085164402E-01	  +2.9057752112451840E-01	
  +5.2875000000000000E+01	  +2.8713788646985286E+01	  +2.8263867476438339E+01	  +7.7847403287735048E+01	  +9.3792052153897643E+01	  +3.0614308982034627E-01	  +3.0134608239578647E-01	  +3.1200796660703239E-01	
  +5.3000000000000000E+01	  +2.9339600900571693E+01	  +2.6060002251327603E+01	  +7.7293622774993267E+01	  +9.3124846716859352E+01	  +3.1505663563427955E-01	  +2.7983941096366594E-01	  +2.9057768367234960E-01	
  +5.3125000000000000E+01	  +2.8713795529125374E+01	  +2.8264008750505667E+01	  +7.7847403402250222E+01	  +9.3792052291867734E+01	  +3.0614316274658393E-01	  +3.0134758820024571E-01	  +3.1200947239580779E-01	
  +5.3250000000000000E+01	  +2.9339585689531905E+01	  +2.6059988807542826E+01	  +7.7293658654774873E+01	  +9.3124889945511882E+01	  +3.1505632604450573E-01	  +2.7983913669901500E-01	  +2.9057740442298341E-01	
  +5.3375000000000000E+01	  +2.8713799037509411E+01	  +2.8290394647065085E+01	  +7.7847422322531756E+01	  +9.3792075087387644E+01	  +3.0614312574656533E-01	  +3.0162883826492221E-01	  +3.1229071986918655E-01	
  +5.3500000000000000E+01	  +2.9339536191467470E+01	  +2.6059944627514309E+01	  +7.7293712158033273E+01	  +9.3124954407269001E+01	  +3.1505557643717169E-01	  +2.7983846857572436E-01	  +2.9057672886658731E-01	
  +5.3625000000000000E+01	  +2.8713797775862570E+01	  +2.8316789440308856E+01	  +7.7847441340705515E+01	  +9.3792098000850004E+01	  +3.0614303750410132E-01	  +3.0191018266861064E-01	  +3.1257206166817131E-01	
  +5.3750000000000000E+01	  +2.9339491963774858E+01	  +2.6059905190510516E+01	  +7.7293765721342666E+01	  +9.3125018941376695E+01	  +3.1505488318068869E-01	  +2.7983785116774618E-01	  +2.9057610401717127E-01	
  +5.3875000000000000E+01	  +2.8713788524358634E+01	  +2.8343186396487507E+01	  +7.7847460274848018E+01	  +9.3792120813069900E+01	  +3.0614286440527294E-01	  +3.0219155032197431E-01	  +3.1285342672834138E-01	
  +5.4000000000000000E+01	  +2.9339451279768959E+01	  +2.6059868942996385E+01	  +7.7293819261448974E+01	  +9.3125083447528880E+01	  +3.1505422807272121E-01	  +2.7983726809415166E-01	  +2.9057551350537270E-01	
  +5.4125000000000000E+01	  +2.8713799184118692E+01	  +2.8364759735281812E+01	  +7.7847475762688546E+01	  +9.3792139473118723E+01	  +3.0614291715083652E-01	  +3.0242150242677091E-01	  +3.1308337671194603E-01	
  +5.4250000000000000E+01	  +2.9339403551029861E+01	  +2.6059826152436472E+01	  +7.7293843285532233E+01	  +9.3125112392207498E+01	  +3.1505361762639783E-01	  +2.7983672162114998E-01	  +2.9057496369476360E-01	
  +5.4375000000000000E+01	  +2.8713788276497599E+01	  +2.8371759340787623E+01	  +7.7847480884817344E+01	  +9.3792145644358243E+01	  +3.0614278071188133E-01	  +3.0249611143738914E-01	  +3.1315798502104514E-01	
  +5.4500000000000000E+01	  +2.9339408173025607E+01	  +2.6059830409756653E+01	  +7.7293857469339642E+01	  +9.3125129481132092E+01	  +3.1505360944459154E-01	  +2.7983671598584553E-01	  +2.9057495608893830E-01	
  +5.4625000000000000E+01	  +2.8713788787851254E+01	  +2.8378769691442262E+01	  +7.7847485818116809E+01	  +9.3792151588092537E+01	  +3.0614276676319085E-01	  +3.0257083573552557E-01	  +3.1323270864352437E-01	
  +5.4750000000000000E+01	  +2.9339398319189765E+01	  +2.6059821639034588E+01	  +7.7293871664837127E+01	  +9.3125146584141106E+01	  +3.1505344577021221E-01	  +2.7983657041000015E-01	  +2.9057480854094875E-01	
  +5.4875000000000000E+01	  +2.8713791288290089E+01	  +2.8385783759434350E+01	  +7.7847490864080470E+01	  +9.3792157667566826E+01	  +3.0614277357881137E-01	  +3.0264559921996664E-01	  +3.1330747143687798E-01	
  +5.5000000000000000E+01	  +2.9339385194328301E+01	  +2.6059809924133468E+01	  +7.7293885799873067E+01	  +9.3125163614304896E+01	  +3.1505324721729128E-01	  +2.7983639343781447E-01	  +2.9057462960501934E-01	
  +5.5125000000000000E+01	  +2.8713802520045292E+01	  +2.8393344798293249E+01	  +7.7847496276731960E+01	  +9.3792164188833681E+01	  +3.0614287204456875E-01	  +3.0272619300188391E-01	  +3.1338806447748691E-01	
  +5.5250000000000000E+01	  +2.9339371507033604E+01	  +2.6059797725717811E+01	  +7.7293903285358297E+01	  +9.3125184681154565E+01	  +3.1505302896833787E-01	  +2.7983619914357544E-01	  +2.9057443288156842E-01	
