 TIME                    ,CSP_load_factor          ,HT_Level                 ,Global_Radiation         ,dtSim                    ,ct_fr                    ,DNI                      ,FILL_FREQ                ,EMP_FREQ                 ,PowerCSP                 ,PowerPV                  ,Ptotal                   ,AC_Crtld                 ,PVnet_to_grid            ,DC_curtailed             ,cleanCSP                 ,LOAD                     ,
  +8.1950000000000000E+03,  +5.7132000000000005E-01,  +7.9154308472403401E-01,  +1.3167000000000000E+03,  +1.0000000000000000E+00,  +5.3001284010623302E+09,  +3.8393999999999996E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9726624769130424E+01,  +1.0000000000000000E+02,  +1.9972662476913041E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.7933999999999999E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.1960000000000000E+03,  +5.7132000000000005E-01,  +9.2073269672447655E-01,  +1.2602000000000000E+03,  +1.0000000000000000E+00,  +5.3670085893299713E+09,  +3.8340000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0012395335518181E+02,  +1.0000000000000000E+02,  +2.0012395335518181E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.1937999999999998E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.1970000000000000E+03,  +5.7132000000000005E-01,  +9.9264518742866792E-01,  +1.1238000000000000E+03,  +1.0000000000000000E+00,  +5.3367719212210703E+09,  +3.8124000000000001E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9786445827637124E+01,  +1.0000000000000000E+02,  +1.9978644582763712E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +2.7983000000000002E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.1980000000000000E+03,  +5.7132000000000005E-01,  +9.9998828348541469E-01,  +9.2111000000000001E+02,  +1.0000000000000000E+00,  +5.1858265227459373E+09,  +3.7566000000000004E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0044941269278543E+02,  +1.0000000000000000E+02,  +2.0044941269278542E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +6.6404000000000005E-02,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.1990000000000000E+03,  +6.2209500000000006E-01,  +9.9997656697082937E-01,  +6.8516999999999996E+02,  +1.0000000000000000E+00,  +4.7983451416816883E+09,  +3.6054000000000001E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0055593399473692E+02,  +7.6311999999999998E+01,  +1.7686793399473692E+02,  +0.0000000000000000E+00,  +7.6311999999999998E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2000000000000000E+03,  +7.2639499999999990E-01,  +9.9997656697082937E-01,  +4.5031999999999999E+02,  +1.0000000000000000E+00,  +4.1263829769709411E+09,  +3.2670000000000000E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2563647870009467E+02,  +5.1341000000000001E+01,  +1.7697747870009468E+02,  +0.0000000000000000E+00,  +5.1341000000000001E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2010000000000000E+03,  +8.2716999999999996E-01,  +9.9997656697082937E-01,  +2.5516999999999999E+02,  +1.0000000000000000E+00,  +2.9880827568666592E+09,  +2.5380000000000000E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4707220338017842E+02,  +2.9295999999999999E+01,  +1.7636820338017841E+02,  +0.0000000000000000E+00,  +2.9295999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2020000000000000E+03,  +9.3720999999999999E-01,  +9.9180185838216128E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +1.0906121123782330E+09,  +1.0170000000000000E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.6920863602313764E+02,  +0.0000000000000000E+00,  +1.6920863602313764E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2030000000000000E+03,  +1.0000000000000000E+00,  +9.5256621839841915E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9572404296277128E+02,  +0.0000000000000000E+00,  +1.9572404296277128E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2040000000000000E+03,  +1.0000000000000000E+00,  +8.9016491980286483E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9720779704116751E+02,  +0.0000000000000000E+00,  +1.9720779704116751E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2050000000000000E+03,  +1.0000000000000000E+00,  +8.2708123029396363E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0032664259977074E+02,  +0.0000000000000000E+00,  +2.0032664259977074E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2060000000000000E+03,  +1.0000000000000000E+00,  +7.6368757999822334E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9980503202826631E+02,  +0.0000000000000000E+00,  +1.9980503202826631E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2070000000000000E+03,  +1.0000000000000000E+00,  +7.0035007967457452E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0028731774248797E+02,  +0.0000000000000000E+00,  +2.0028731774248797E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2080000000000000E+03,  +1.0000000000000000E+00,  +6.3702604253291184E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0034667265660983E+02,  +0.0000000000000000E+00,  +2.0034667265660983E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2090000000000000E+03,  +1.0000000000000000E+00,  +5.7380573514913358E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0032681788336751E+02,  +0.0000000000000000E+00,  +2.0032681788336751E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2100000000000000E+03,  +1.0000000000000000E+00,  +5.1068815675480539E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0018173389191017E+02,  +0.0000000000000000E+00,  +2.0018173389191017E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2110000000000000E+03,  +1.0000000000000000E+00,  +4.4764543629111181E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9992011467147898E+02,  +0.0000000000000000E+00,  +1.9992011467147898E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2120000000000000E+03,  +1.0000000000000000E+00,  +3.8461250347137982E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0004252611036091E+02,  +0.0000000000000000E+00,  +2.0004252611036091E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2130000000000000E+03,  +9.3618000000000001E-01,  +3.2402600724826591E-01,  +2.5186000000000001E+02,  +1.0000000000000000E+00,  +1.4139817708551118E+08,  +9.0179999999999995E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9980614406696677E+02,  +2.9776000000000000E+01,  +2.2958214406696678E+02,  +0.0000000000000000E+00,  +2.9776000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2140000000000000E+03,  +8.1716000000000000E-01,  +2.8520035358629575E-01,  +4.7454000000000002E+02,  +1.0000000000000000E+00,  +9.7367083931647158E+08,  +2.3418000000000002E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7195668218693433E+02,  +5.5527999999999999E+01,  +2.2748468218693432E+02,  +0.0000000000000000E+00,  +5.5527999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2150000000000000E+03,  +7.0343000000000000E-01,  +3.1171725207108952E-01,  +7.2962000000000000E+02,  +1.0000000000000000E+00,  +3.4050272393153958E+09,  +3.1751999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.4447797957356778E+02,  +8.2837000000000003E+01,  +2.2731497957356777E+02,  +0.0000000000000000E+00,  +8.2837000000000003E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2160000000000000E+03,  +6.0811000000000004E-01,  +4.0267676243556527E-01,  +9.7389999999999998E+02,  +1.0000000000000000E+00,  +4.2636614374367170E+09,  +3.6216000000000004E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1815699971613211E+02,  +1.0000000000000000E+02,  +2.1815699971613211E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +1.4638999999999999E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2170000000000000E+03,  +5.7132000000000005E-01,  +5.2163764876166585E-01,  +1.1810999999999999E+03,  +1.0000000000000000E+00,  +4.8193393977646427E+09,  +3.8160000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0236591375339836E+02,  +1.0000000000000000E+02,  +2.0236591375339836E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +3.5902000000000001E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2180000000000000E+03,  +5.7132000000000005E-01,  +6.5034022444622275E-01,  +1.3094000000000001E+03,  +1.0000000000000000E+00,  +5.1618210706353712E+09,  +3.8790000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0196018673856689E+02,  +1.0000000000000000E+02,  +2.0196018673856690E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.8193999999999998E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2190000000000000E+03,  +5.7132000000000005E-01,  +7.7947355536605234E-01,  +1.3494000000000001E+03,  +1.0000000000000000E+00,  +5.3763192811209421E+09,  +3.8951999999999998E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9314607561066126E+01,  +1.0000000000000000E+02,  +1.9931460756106611E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +5.1610999999999996E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2200000000000000E+03,  +5.7132000000000005E-01,  +9.0875779517564004E-01,  +1.2813000000000000E+03,  +1.0000000000000000E+00,  +5.4343821190416660E+09,  +3.8825999999999999E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0053973542450345E+02,  +1.0000000000000000E+02,  +2.0053973542450345E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.4552000000000003E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2210000000000000E+03,  +5.7132000000000005E-01,  +9.8666474984637953E-01,  +1.1298000000000000E+03,  +1.0000000000000000E+00,  +5.3713966980977430E+09,  +3.8375999999999999E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9289776646352053E+01,  +1.0000000000000000E+02,  +1.9928977664635204E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +2.9065999999999997E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2220000000000000E+03,  +5.7132000000000005E-01,  +1.0000000000000000E+00,  +9.2854999999999995E+02,  +1.0000000000000000E+00,  +5.0409204350251350E+09,  +3.6521999999999998E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0104062525321794E+02,  +1.0000000000000000E+02,  +2.0104062525321794E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +7.8233999999999998E-02,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2230000000000000E+03,  +6.2578000000000000E-01,  +1.0000000000000000E+00,  +6.6605999999999995E+02,  +1.0000000000000000E+00,  +4.5270727719261484E+09,  +3.4020000000000000E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0015657171584515E+02,  +7.4593000000000004E+01,  +1.7474957171584515E+02,  +0.0000000000000000E+00,  +7.4593000000000004E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2240000000000000E+03,  +7.3635000000000006E-01,  +1.0000000000000000E+00,  +4.2225999999999999E+02,  +1.0000000000000000E+00,  +3.8213724186992288E+09,  +3.0258000000000002E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2726800648112545E+02,  +4.8414999999999999E+01,  +1.7568300648112546E+02,  +0.0000000000000000E+00,  +4.8414999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2250000000000000E+03,  +8.4450000000000003E-01,  +1.0000000000000000E+00,  +2.1013999999999999E+02,  +1.0000000000000000E+00,  +2.5535348072123475E+09,  +2.1690000000000000E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5056436056990836E+02,  +2.4135000000000002E+01,  +1.7469936056990835E+02,  +0.0000000000000000E+00,  +2.4135000000000002E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2260000000000000E+03,  +9.4826999999999995E-01,  +9.8725426048026965E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +8.5125680982884896E+08,  +7.9379999999999995E+02,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7345536009075275E+02,  +0.0000000000000000E+00,  +1.7345536009075275E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2270000000000000E+03,  +1.0000000000000000E+00,  +9.4347724940585542E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9632868280967560E+02,  +0.0000000000000000E+00,  +1.9632868280967560E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2280000000000000E+03,  +1.0000000000000000E+00,  +8.8117627862131043E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9752012753009194E+02,  +0.0000000000000000E+00,  +1.9752012753009194E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2290000000000000E+03,  +1.0000000000000000E+00,  +8.1827723925330509E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0013579624976117E+02,  +0.0000000000000000E+00,  +2.0013579624976117E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2300000000000000E+03,  +1.0000000000000000E+00,  +7.5507559099762656E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9951679847050235E+02,  +0.0000000000000000E+00,  +1.9951679847050235E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2310000000000000E+03,  +1.0000000000000000E+00,  +6.9184904460135632E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0005771110221175E+02,  +0.0000000000000000E+00,  +2.0005771110221175E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2320000000000000E+03,  +1.0000000000000000E+00,  +6.2855685724785004E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0026977927118585E+02,  +0.0000000000000000E+00,  +2.0026977927118585E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2330000000000000E+03,  +1.0000000000000000E+00,  +5.6532484232750768E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0030459828469327E+02,  +0.0000000000000000E+00,  +2.0030459828469327E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2340000000000000E+03,  +1.0000000000000000E+00,  +5.0218340781222692E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0013706471198273E+02,  +0.0000000000000000E+00,  +2.0013706471198273E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2350000000000000E+03,  +1.0000000000000000E+00,  +4.3910713197480195E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0016154071923810E+02,  +0.0000000000000000E+00,  +2.0016154071923810E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2360000000000000E+03,  +1.0000000000000000E+00,  +3.7607416673483346E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9979472173927647E+02,  +0.0000000000000000E+00,  +1.9979472173927647E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2370000000000000E+03,  +9.5023000000000002E-01,  +3.1483561388098547E-01,  +1.9799000000000001E+02,  +1.0000000000000000E+00,  +1.0412227672594172E+08,  +6.6420000000000005E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9969855653913143E+02,  +2.3221000000000000E+01,  +2.2291955653913143E+02,  +0.0000000000000000E+00,  +2.3221000000000000E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2380000000000000E+03,  +8.4956999999999994E-01,  +2.7128748433014149E-01,  +4.0041000000000003E+02,  +1.0000000000000000E+00,  +8.0469279108005667E+08,  +1.9314000000000001E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7761698148652721E+02,  +4.6963999999999999E+01,  +2.2458098148652721E+02,  +0.0000000000000000E+00,  +4.6963999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2390000000000000E+03,  +7.4750999999999990E-01,  +2.8370706231175291E-01,  +6.1744000000000005E+02,  +1.0000000000000000E+00,  +2.9089436125575199E+09,  +2.7126000000000004E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5352023282683928E+02,  +7.0835999999999999E+01,  +2.2435623282683929E+02,  +0.0000000000000000E+00,  +7.0835999999999999E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2400000000000000E+03,  +6.3383000000000000E-01,  +3.4874149626637813E-01,  +8.5388000000000000E+02,  +1.0000000000000000E+00,  +3.4455434294739184E+09,  +2.9268000000000002E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.3098773005989932E+02,  +1.0000000000000000E+02,  +2.3098773005989932E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +1.2723999999999999E-02,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2410000000000000E+03,  +5.7132000000000005E-01,  +4.3479937694697340E-01,  +1.0779000000000001E+03,  +1.0000000000000000E+00,  +3.6891964797322516E+09,  +2.9214000000000001E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0220971530658319E+02,  +1.0000000000000000E+02,  +2.0220971530658318E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +2.4976000000000001E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2420000000000000E+03,  +5.7132000000000005E-01,  +5.3037288060256493E-01,  +1.2453000000000000E+03,  +1.0000000000000000E+00,  +3.7912773039686675E+09,  +2.8494000000000001E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0323586630669206E+02,  +1.0000000000000000E+02,  +2.0323586630669206E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.1646000000000000E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2430000000000000E+03,  +5.7132000000000005E-01,  +6.2712618060866154E-01,  +1.3147000000000000E+03,  +1.0000000000000000E+00,  +3.8080874779710932E+09,  +2.7594000000000001E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9579188999921797E+01,  +1.0000000000000000E+02,  +1.9957918899992180E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.8077999999999999E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2440000000000000E+03,  +5.7132000000000005E-01,  +7.2286052444984161E-01,  +1.2468000000000000E+03,  +1.0000000000000000E+00,  +3.7963321804237118E+09,  +2.7125999999999999E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0036070063210886E+02,  +1.0000000000000000E+02,  +2.0036070063210886E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +4.0993000000000002E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2450000000000000E+03,  +5.7132000000000005E-01,  +8.1840729575989435E-01,  +1.0727000000000000E+03,  +1.0000000000000000E+00,  +3.9122122602508454E+09,  +2.7953999999999996E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9713369938618030E+01,  +1.0000000000000000E+02,  +1.9971336993861803E+02,  +0.0000000000000000E+00,  +1.0000000000000000E+02,  +2.3017000000000001E-01,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2460000000000000E+03,  +5.8694000000000002E-01,  +9.1413819372196747E-01,  +8.4675999999999999E+02,  +1.0000000000000000E+00,  +3.9621001483130422E+09,  +2.8710000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9918733965136155E+01,  +9.2712999999999994E+01,  +1.9263173396513616E+02,  +0.0000000000000000E+00,  +9.2712999999999994E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2470000000000000E+03,  +6.5390499999999996E-01,  +9.8081010419391657E-01,  +6.1109000000000003E+02,  +1.0000000000000000E+00,  +3.8080422699369431E+09,  +2.8620000000000000E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0800620396698159E+02,  +6.8757999999999996E+01,  +1.7676420396698160E+02,  +0.0000000000000000E+00,  +6.8757999999999996E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2480000000000000E+03,  +7.5620500000000002E-01,  +1.0000000000000000E+00,  +3.9242000000000002E+02,  +1.0000000000000000E+00,  +3.2914088124783115E+09,  +2.6063999999999996E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.3149597701503816E+02,  +4.4985999999999997E+01,  +1.7648197701503815E+02,  +0.0000000000000000E+00,  +4.4985999999999997E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2490000000000000E+03,  +8.5646000000000000E-01,  +1.0000000000000000E+00,  +1.9238999999999999E+02,  +1.0000000000000000E+00,  +2.1677680986173544E+09,  +1.8413999999999999E+03,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5443064115843595E+02,  +2.1984000000000002E+01,  +1.7641464115843596E+02,  +0.0000000000000000E+00,  +2.1984000000000002E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2500000000000000E+03,  +9.5287999999999995E-01,  +9.8456587186511879E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +7.0648531001728737E+08,  +6.5879999999999995E+02,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7518213453773998E+02,  +0.0000000000000000E+00,  +1.7518213453773998E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
  +8.2510000000000000E+03,  +1.0000000000000000E+00,  +9.3807064061742607E-01,  +0.0000000000000000E+00,  +1.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.9599639427975580E+02,  +0.0000000000000000E+00,  +1.9599639427975580E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.0000000000000000E+02,
