 TIME                    	DeaLPmout                	ColdPHm_c_out            	DeaHPmout                	HotPHm_c_out             	DeaLPTout                	ColdPhT_c_out            	DeaHPTout                	HotPhT_c_out             	
  +1.0625000000000000E+01	  +9.7169938262617463E+04	  +9.7169935704719261E+04	  +1.1230999596785266E+05	  +1.1231000000000000E+05	  +1.4794147636121585E+02	  +1.5740732732570999E+02	  +1.7752470015204833E+02	  +2.2836604380500646E+02	
  +1.0750000000000000E+01	  +9.7169946279402677E+04	  +9.7169938370437143E+04	  +1.1230999881162592E+05	  +1.1231000000000000E+05	  +1.4794147637077558E+02	  +1.5740732732911303E+02	  +1.7752469990457504E+02	  +2.2836604384294517E+02	
  +1.0875000000000000E+01	  +9.7169948252131784E+04	  +9.7169938262617463E+04	  +1.1230999601151630E+05	  +1.1231000000000000E+05	  +1.4794147358042989E+02	  +1.5740732646939384E+02	  +1.7752470071539423E+02	  +2.2836604351391088E+02	
  +1.1000000000000000E+01	  +9.7169940373786463E+04	  +9.7169946279402677E+04	  +1.1231000453163180E+05	  +1.1231000000000000E+05	  +1.4794147329995886E+02	  +1.5740732608156210E+02	  +1.7752470082527509E+02	  +2.2836604487230596E+02	
  +1.1125000000000000E+01	  +9.7169939945867809E+04	  +9.7169948252131784E+04	  +1.1231000844640966E+05	  +1.1231000000000000E+05	  +1.4794147396008830E+02	  +1.5740732592554991E+02	  +1.7752469983222488E+02	  +2.2836604505151317E+02	
  +1.1250000000000000E+01	  +9.7169941394892972E+04	  +9.7169940373786463E+04	  +1.1231000042213335E+05	  +1.1231000000000000E+05	  +1.4794147262133305E+02	  +1.5740732547735564E+02	  +1.7752469966606594E+02	  +2.2836604366556131E+02	
  +1.1375000000000000E+01	  +9.7169934635212194E+04	  +9.7169939945867809E+04	  +1.1231000047735363E+05	  +1.1231000000000000E+05	  +1.4794147295660156E+02	  +1.5740732635074053E+02	  +1.7752470113706448E+02	  +2.2836604352747480E+02	
  +1.1500000000000000E+01	  +9.7169935702952251E+04	  +9.7169941394892972E+04	  +1.1231000132162026E+05	  +1.1231000000000000E+05	  +1.4794147304835397E+02	  +1.5740732616617956E+02	  +1.7752470073848508E+02	  +2.2836604377986160E+02	
  +1.1625000000000000E+01	  +9.7169938369140596E+04	  +9.7169934635212194E+04	  +1.1230999401245084E+05	  +1.1231000000000000E+05	  +1.4794147284781275E+02	  +1.5740732579420197E+02	  +1.7752470007631842E+02	  +2.2836604384306477E+02	
  +1.1750000000000000E+01	  +9.7169938262267184E+04	  +9.7169935702952251E+04	  +1.1230999596591145E+05	  +1.1231000000000000E+05	  +1.4794147636146778E+02	  +1.5740732732579048E+02	  +1.7752470015186955E+02	  +2.2836604380498417E+02	
  +1.1875000000000000E+01	  +9.7169946280168806E+04	  +9.7169938369140596E+04	  +1.1230999881027013E+05	  +1.1231000000000000E+05	  +1.4794147637104592E+02	  +1.5740732732921407E+02	  +1.7752469990446542E+02	  +2.2836604384294105E+02	
  +1.2000000000000000E+01	  +9.7169948252849237E+04	  +9.7169938262267184E+04	  +1.1230999601120042E+05	  +1.1231000000000000E+05	  +1.4794147358039817E+02	  +1.5740732646944727E+02	  +1.7752470071549928E+02	  +2.2836604351388456E+02	
  +1.2125000000000000E+01	  +9.7169940373641599E+04	  +9.7169946280168806E+04	  +1.1231000453246728E+05	  +1.1231000000000000E+05	  +1.4794147329987922E+02	  +1.5740732608156029E+02	  +1.7752470082537397E+02	  +2.2836604487231338E+02	
  +1.2250000000000000E+01	  +9.7169939945594233E+04	  +9.7169948252849237E+04	  +1.1231000844715594E+05	  +1.1231000000000000E+05	  +1.4794147395992769E+02	  +1.5740732592546141E+02	  +1.7752469983223847E+02	  +2.2836604505152093E+02	
  +1.2375000000000000E+01	  +9.7169941394489797E+04	  +9.7169940373641599E+04	  +1.1231000042195656E+05	  +1.1231000000000000E+05	  +1.4794147262135772E+02	  +1.5740732547735084E+02	  +1.7752469966602808E+02	  +2.2836604366556668E+02	
  +1.2500000000000000E+01	  +9.7169934635302445E+04	  +9.7169939945594233E+04	  +1.1231000047705392E+05	  +1.1231000000000000E+05	  +1.4794147295667199E+02	  +1.5740732635074448E+02	  +1.7752470113700494E+02	  +2.2836604352747520E+02	
  +1.2625000000000000E+01	  +9.7169935703171810E+04	  +9.7169941394489797E+04	  +1.1231000132120024E+05	  +1.1231000000000000E+05	  +1.4794147304841647E+02	  +1.5740732616622333E+02	  +1.7752470073848681E+02	  +2.2836604377985327E+02	
  +1.2750000000000000E+01	  +9.7169938369294017E+04	  +9.7169934635302445E+04	  +1.1230999401255966E+05	  +1.1231000000000000E+05	  +1.4794147284780308E+02	  +1.5740732579420848E+02	  +1.7752470007634366E+02	  +2.2836604384306469E+02	
  +1.2875000000000000E+01	  +9.7169938262221636E+04	  +9.7169935703171810E+04	  +1.1230999596614813E+05	  +1.1231000000000000E+05	  +1.4794147636141935E+02	  +1.5740732732577746E+02	  +1.7752470015189726E+02	  +2.2836604380498434E+02	
  +1.3000000000000000E+01	  +9.7169946280030592E+04	  +9.7169938369294017E+04	  +1.1230999881042677E+05	  +1.1231000000000000E+05	  +1.4794147637102691E+02	  +1.5740732732919915E+02	  +1.7752469990446224E+02	  +2.2836604384294489E+02	
  +1.3125000000000000E+01	  +9.7169948252803530E+04	  +9.7169938262221636E+04	  +1.1230999601114583E+05	  +1.1231000000000000E+05	  +1.4794147358040152E+02	  +1.5740732646944059E+02	  +1.7752470071548271E+02	  +2.2836604351388499E+02	
  +1.3250000000000000E+01	  +9.7169940373662728E+04	  +9.7169946280030592E+04	  +1.1231000453231994E+05	  +1.1231000000000000E+05	  +1.4794147329990551E+02	  +1.5740732608157089E+02	  +1.7752470082536379E+02	  +2.2836604487231241E+02	
  +1.3375000000000000E+01	  +9.7169939945666309E+04	  +9.7169948252803530E+04	  +1.1231000844711077E+05	  +1.1231000000000000E+05	  +1.4794147395993610E+02	  +1.5740732592546703E+02	  +1.7752469983223966E+02	  +2.2836604505151962E+02	
  +1.3500000000000000E+01	  +9.7169941394509646E+04	  +9.7169940373662728E+04	  +1.1231000042198189E+05	  +1.1231000000000000E+05	  +1.4794147262135237E+02	  +1.5740732547735354E+02	  +1.7752469966603778E+02	  +2.2836604366556600E+02	
  +1.3625000000000000E+01	  +9.7169934635282043E+04	  +9.7169939945666309E+04	  +1.1231000047713050E+05	  +1.1231000000000000E+05	  +1.4794147295666005E+02	  +1.5740732635073911E+02	  +1.7752470113700912E+02	  +2.2836604352747614E+02	
  +1.3750000000000000E+01	  +9.7169935703139097E+04	  +9.7169941394509646E+04	  +1.1231000132121943E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616621986E+02	  +1.7752470073848534E+02	  +2.2836604377985375E+02	
  +1.3875000000000000E+01	  +9.7169938369284340E+04	  +9.7169934635282043E+04	  +1.1230999401253657E+05	  +1.1231000000000000E+05	  +1.4794147284780820E+02	  +1.5740732579420865E+02	  +1.7752470007633875E+02	  +2.2836604384306497E+02	
  +1.4000000000000000E+01	  +9.7169938262237789E+04	  +9.7169935703139097E+04	  +1.1230999596611358E+05	  +1.1231000000000000E+05	  +1.4794147636142452E+02	  +1.5740732732577973E+02	  +1.7752470015189530E+02	  +2.2836604380498386E+02	
  +1.4125000000000000E+01	  +9.7169946280044824E+04	  +9.7169938369284340E+04	  +1.1230999881041754E+05	  +1.1231000000000000E+05	  +1.4794147637102884E+02	  +1.5740732732920119E+02	  +1.7752469990446374E+02	  +2.2836604384294458E+02	
  +1.4250000000000000E+01	  +9.7169948252807051E+04	  +9.7169938262237789E+04	  +1.1230999601116359E+05	  +1.1231000000000000E+05	  +1.4794147358039845E+02	  +1.5740732646943997E+02	  +1.7752470071548498E+02	  +2.2836604351388499E+02	
  +1.4375000000000000E+01	  +9.7169940373653502E+04	  +9.7169946280044824E+04	  +1.1231000453233485E+05	  +1.1231000000000000E+05	  +1.4794147329990290E+02	  +1.5740732608156978E+02	  +1.7752470082536468E+02	  +2.2836604487231261E+02	
  +1.4500000000000000E+01	  +9.7169939945659236E+04	  +9.7169948252807051E+04	  +1.1231000844711396E+05	  +1.1231000000000000E+05	  +1.4794147395993559E+02	  +1.5740732592546613E+02	  +1.7752469983223864E+02	  +2.2836604505151979E+02	
  +1.4625000000000000E+01	  +9.7169941394509238E+04	  +9.7169940373653502E+04	  +1.1231000042197185E+05	  +1.1231000000000000E+05	  +1.4794147262135397E+02	  +1.5740732547735394E+02	  +1.7752469966603670E+02	  +2.2836604366556597E+02	
  +1.4750000000000000E+01	  +9.7169934635286801E+04	  +9.7169939945659236E+04	  +1.1231000047712315E+05	  +1.1231000000000000E+05	  +1.4794147295666150E+02	  +1.5740732635073977E+02	  +1.7752470113700883E+02	  +2.2836604352747605E+02	
  +1.4875000000000000E+01	  +9.7169935703142823E+04	  +9.7169941394509238E+04	  +1.1231000132121927E+05	  +1.1231000000000000E+05	  +1.4794147304841189E+02	  +1.5740732616622014E+02	  +1.7752470073848590E+02	  +2.2836604377985367E+02	
  +1.5000000000000000E+01	  +9.7169938369283685E+04	  +9.7169934635286801E+04	  +1.1230999401254173E+05	  +1.1231000000000000E+05	  +1.4794147284780740E+02	  +1.5740732579420848E+02	  +1.7752470007633934E+02	  +2.2836604384306500E+02	
  +1.5125000000000000E+01	  +9.7169938262235359E+04	  +9.7169935703142823E+04	  +1.1230999596611745E+05	  +1.1231000000000000E+05	  +1.4794147636142384E+02	  +1.5740732732577931E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.5250000000000000E+01	  +9.7169946280043107E+04	  +9.7169938369283685E+04	  +1.1230999881041673E+05	  +1.1231000000000000E+05	  +1.4794147637102895E+02	  +1.5740732732920108E+02	  +1.7752469990446343E+02	  +2.2836604384294463E+02	
  +1.5375000000000000E+01	  +9.7169948252807619E+04	  +9.7169938262235359E+04	  +1.1230999601116098E+05	  +1.1231000000000000E+05	  +1.4794147358039891E+02	  +1.5740732646944008E+02	  +1.7752470071548467E+02	  +2.2836604351388496E+02	
  +1.5500000000000000E+01	  +9.7169940373654856E+04	  +9.7169946280043107E+04	  +1.1231000453233309E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.5625000000000000E+01	  +9.7169939945659906E+04	  +9.7169948252807619E+04	  +1.1231000844711464E+05	  +1.1231000000000000E+05	  +1.4794147395993551E+02	  +1.5740732592546615E+02	  +1.7752469983223881E+02	  +2.2836604505151976E+02	
  +1.5750000000000000E+01	  +9.7169941394508860E+04	  +9.7169940373654856E+04	  +1.1231000042197329E+05	  +1.1231000000000000E+05	  +1.4794147262135368E+02	  +1.5740732547735382E+02	  +1.7752469966603684E+02	  +2.2836604366556600E+02	
  +1.5875000000000000E+01	  +9.7169934635286045E+04	  +9.7169939945659906E+04	  +1.1231000047712382E+05	  +1.1231000000000000E+05	  +1.4794147295666136E+02	  +1.5740732635073968E+02	  +1.7752470113700878E+02	  +2.2836604352747608E+02	
  +1.6000000000000000E+01	  +9.7169935703142546E+04	  +9.7169941394508860E+04	  +1.1231000132121885E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985364E+02	
  +1.6125000000000000E+01	  +9.7169938369283962E+04	  +9.7169934635286045E+04	  +1.1230999401254093E+05	  +1.1231000000000000E+05	  +1.4794147284780755E+02	  +1.5740732579420850E+02	  +1.7752470007633926E+02	  +2.2836604384306500E+02	
  +1.6250000000000000E+01	  +9.7169938262235737E+04	  +9.7169935703142546E+04	  +1.1230999596611716E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498392E+02	
  +1.6375000000000000E+01	  +9.7169946280043194E+04	  +9.7169938369283962E+04	  +1.1230999881041703E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920111E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.6500000000000000E+01	  +9.7169948252807473E+04	  +9.7169938262235737E+04	  +1.1230999601116139E+05	  +1.1231000000000000E+05	  +1.4794147358039882E+02	  +1.5740732646944005E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.6625000000000000E+01	  +9.7169940373654666E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.6750000000000000E+01	  +9.7169939945659848E+04	  +9.7169948252807473E+04	  +1.1231000844711448E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546613E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.6875000000000000E+01	  +9.7169941394508947E+04	  +9.7169940373654666E+04	  +1.1231000042197309E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.7000000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659848E+04	  +1.1231000047712376E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.7125000000000000E+01	  +9.7169935703142575E+04	  +9.7169941394508947E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.7250000000000000E+01	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.7375000000000000E+01	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577933E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.7500000000000000E+01	  +9.7169946280043165E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.7625000000000000E+01	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.7750000000000000E+01	  +9.7169940373654696E+04	  +9.7169946280043165E+04	  +1.1231000453233313E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.7875000000000000E+01	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.8000000000000000E+01	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.8125000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.8250000000000000E+01	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.8375000000000000E+01	  +9.7169938369283918E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.8500000000000000E+01	  +9.7169938262235693E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.8625000000000000E+01	  +9.7169946280043194E+04	  +9.7169938369283918E+04	  +1.1230999881041698E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.8750000000000000E+01	  +9.7169948252807502E+04	  +9.7169938262235693E+04	  +1.1230999601116135E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +1.8875000000000000E+01	  +9.7169940373654681E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +1.9000000000000000E+01	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +1.9125000000000000E+01	  +9.7169941394508933E+04	  +9.7169940373654681E+04	  +1.1231000042197311E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +1.9250000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +1.9375000000000000E+01	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +1.9500000000000000E+01	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +1.9625000000000000E+01	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +1.9750000000000000E+01	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +1.9875000000000000E+01	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +2.0000000000000000E+01	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +2.0125000000000000E+01	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +2.0250000000000000E+01	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +2.0375000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +2.0500000000000000E+01	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +2.0625000000000000E+01	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +2.0750000000000000E+01	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +2.0875000000000000E+01	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +2.1000000000000000E+01	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +2.1125000000000000E+01	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +2.1250000000000000E+01	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +2.1375000000000000E+01	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +2.1500000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +2.1625000000000000E+01	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +2.1750000000000000E+01	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +2.1875000000000000E+01	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +2.2000000000000000E+01	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +2.2125000000000000E+01	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +2.2250000000000000E+01	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +2.2375000000000000E+01	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +2.2500000000000000E+01	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +2.2625000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
  +2.2750000000000000E+01	  +9.7169935703142575E+04	  +9.7169941394508933E+04	  +1.1231000132121894E+05	  +1.1231000000000000E+05	  +1.4794147304841198E+02	  +1.5740732616622012E+02	  +1.7752470073848582E+02	  +2.2836604377985367E+02	
  +2.2875000000000000E+01	  +9.7169938369283904E+04	  +9.7169934635286118E+04	  +1.1230999401254101E+05	  +1.1231000000000000E+05	  +1.4794147284780752E+02	  +1.5740732579420850E+02	  +1.7752470007633929E+02	  +2.2836604384306500E+02	
  +2.3000000000000000E+01	  +9.7169938262235679E+04	  +9.7169935703142575E+04	  +1.1230999596611719E+05	  +1.1231000000000000E+05	  +1.4794147636142387E+02	  +1.5740732732577936E+02	  +1.7752470015189536E+02	  +2.2836604380498395E+02	
  +2.3125000000000000E+01	  +9.7169946280043194E+04	  +9.7169938369283904E+04	  +1.1230999881041696E+05	  +1.1231000000000000E+05	  +1.4794147637102893E+02	  +1.5740732732920114E+02	  +1.7752469990446349E+02	  +2.2836604384294463E+02	
  +2.3250000000000000E+01	  +9.7169948252807502E+04	  +9.7169938262235679E+04	  +1.1230999601116133E+05	  +1.1231000000000000E+05	  +1.4794147358039885E+02	  +1.5740732646944008E+02	  +1.7752470071548470E+02	  +2.2836604351388499E+02	
  +2.3375000000000000E+01	  +9.7169940373654696E+04	  +9.7169946280043194E+04	  +1.1231000453233316E+05	  +1.1231000000000000E+05	  +1.4794147329990318E+02	  +1.5740732608156998E+02	  +1.7752470082536468E+02	  +2.2836604487231256E+02	
  +2.3500000000000000E+01	  +9.7169939945659877E+04	  +9.7169948252807502E+04	  +1.1231000844711449E+05	  +1.1231000000000000E+05	  +1.4794147395993554E+02	  +1.5740732592546615E+02	  +1.7752469983223878E+02	  +2.2836604505151976E+02	
  +2.3625000000000000E+01	  +9.7169941394508933E+04	  +9.7169940373654696E+04	  +1.1231000042197312E+05	  +1.1231000000000000E+05	  +1.4794147262135371E+02	  +1.5740732547735385E+02	  +1.7752469966603684E+02	  +2.2836604366556597E+02	
  +2.3750000000000000E+01	  +9.7169934635286118E+04	  +9.7169939945659877E+04	  +1.1231000047712379E+05	  +1.1231000000000000E+05	  +1.4794147295666139E+02	  +1.5740732635073971E+02	  +1.7752470113700880E+02	  +2.2836604352747608E+02	
