Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Air Temperature [C](Hourly),ERV_1_HX:Heat Exchanger Total Heating Rate [W](Hourly),ERV_1_FANSUPPLY:Fan Electric Power [W](Hourly),ERV_1_FANSUPPLY:Fan Air Mass Flow Rate [kg/s](Hourly),ERV_1_FANEXHAUST:Fan Electric Power [W](Hourly),ERV_1_FANEXHAUST:Fan Air Mass Flow Rate [kg/s](Hourly),RADIATOR:Baseboard Total Heating Rate [W](Hourly),RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),RADIATOR:Baseboard Water Inlet Temperature [C](Hourly),RADIATOR:Baseboard Water Outlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Rate [W](Hourly),DISTRICT HEATING 1:District Heating Inlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Outlet Temperature [C](Hourly),DISTRICT HEATING 1:District Heating Mass Flow Rate [kg/s](Hourly),DistrictHeating:Facility [J](Hourly) 
 01/11  15:00:00,-2.2,19.128034236034279,0.0,0.0,0.0,0.0,0.0,1240.2377013238952,0.0499949,59.739020830798057,50.2388561941705,2000.0,50.23270961947579,59.80056176099936,0.0499949,7444800.0 
 01/11  16:00:00,-1.7,19.22227054719964,0.0,0.0,0.0,0.0,0.0,1239.0173878502778,0.0499949,59.77658267373388,50.282943892960279,2000.0,50.27591101527961,59.843723612803497,0.0499949,7408800.0 
 01/11  17:00:00,-1.8,19.296428732305555,0.0,0.0,0.0,0.0,0.0,1237.555229465071,0.0499949,59.817325970447509,50.33601678235678,2000.0,50.32174129346599,59.88951194102422,0.0499949,7430400.0 
 01/11  18:00:00,-1.7,19.717908346696725,0.0,0.0,0.0,0.0,0.0,1242.9349326113716,0.0499949,59.861809509376929,50.41743915883467,2000.0,50.37352676537648,59.94125001245044,0.0499949,7560000.0 
 01/11  19:00:00,-1.2,20.37228928317584,0.0,0.0,0.0,0.0,0.0,843.2112824769622,0.029996940000000004,59.904088916381457,49.57452098140135,1218.9433859093706,50.2811529892528,60.0,0.029996940000000004,4740996.189273734 
 01/11  20:00:00,-1.3,20.445566211296766,0.0,0.0,0.0,0.0,0.0,812.0858942378431,0.029996940000000004,59.93308510755153,49.66691245472552,1240.8191258300417,50.10656900027853,59.99999999999999,0.029996940000000004,4754948.85298815 
 01/11  21:00:00,-1.1,18.201697727648964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.94440866354319,59.94440866354319,0.0,50.04323005257939,50.04323005257939,0.0,259200.0 
 01/11  22:00:00,-1.0,17.56657329471505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9444086635432,59.9444086635432,0.0,50.043230052579399,50.043230052579399,0.0,324000.0 
 01/11  23:00:00,-0.9,17.152996611633797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9444086635432,59.9444086635432,0.0,50.043230052579399,50.043230052579399,0.0,216000.0 
 01/11  24:00:00,-0.3,16.743191766725464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9444086635432,59.9444086635432,0.0,50.043230052579399,50.043230052579399,0.0,57600.0 
 01/12  01:00:00,-7.1,16.02942529328105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.94440866354319,59.94440866354319,0.0,50.04323005257939,50.04323005257939,0.0,43200.0 
 01/12  02:00:00,-7.3,15.835346689113264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9444086635432,59.9444086635432,0.0,50.043230052579399,50.043230052579399,0.0,43200.0 
